"provinsi","kategori","kode_prov","kode_kategori","variable","value"
"Kalimantan Selatan","Pertambangan dan Penggalian ","63","B","Input Antara Impor Antar Provinsi","7187918.37624"
"Kalimantan Selatan","Industri Pengolahan","63","C","Input Antara Impor Antar Provinsi","7144003.5589751"
"Kalimantan Selatan","Pengadaan Listrik dan Gas","63","D","Input Antara Impor Antar Provinsi","544215.77739752"
"Kalimantan Selatan","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","63","E","Input Antara Impor Antar Provinsi","77211.66654439"
"Kalimantan Selatan","Konstruksi","63","F","Input Antara Impor Antar Provinsi","5818561.3686316"
"Kalimantan Selatan","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","63","G","Input Antara Impor Antar Provinsi","1900394.1149375"
"Kalimantan Selatan","Transportasi dan Pergudangan ","63","H","Input Antara Impor Antar Provinsi","2767310.7952977"
"Kalimantan Selatan","Penyediaan Akomodasi dan Makan Minum","63","I","Input Antara Impor Antar Provinsi","753802.80257817"
"Kalimantan Selatan","Informasi dan Komunikasi","63","J","Input Antara Impor Antar Provinsi","1021775.7235644"
"Kalimantan Selatan","Jasa Keuangan dan Asuransi","63","K","Input Antara Impor Antar Provinsi","349375.16298851"
"Kalimantan Selatan","Real Estate","63","L","Input Antara Impor Antar Provinsi","246971.69322478"
"Kalimantan Selatan","Jasa Perusahaan","63","MN","Input Antara Impor Antar Provinsi","820195.26149029"
"Kalimantan Selatan","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","63","O","Input Antara Impor Antar Provinsi","1653722.2997679"
"Kalimantan Selatan","Jasa Pendidikan","63","P","Input Antara Impor Antar Provinsi","687435.4197339"
"Kalimantan Selatan","Jasa Kesehatan dan Kegiatan Sosial","63","Q","Input Antara Impor Antar Provinsi","635716.50955727"
"Kalimantan Selatan","Jasa Lainnya","63","RSTU","Input Antara Impor Antar Provinsi","494674.93064345"
"Kalimantan Timur","Pertanian, Kehutanan, dan Perikanan","64","A","Input Antara Impor Antar Provinsi","1538138.0064553"
"Kalimantan Timur","Pertambangan dan Penggalian ","64","B","Input Antara Impor Antar Provinsi","20131832.331409"
"Kalimantan Timur","Industri Pengolahan","64","C","Input Antara Impor Antar Provinsi","16312775.700174"
"Kalimantan Timur","Pengadaan Listrik dan Gas","64","D","Input Antara Impor Antar Provinsi","266652.362514"
"Kalimantan Timur","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","64","E","Input Antara Impor Antar Provinsi","33499.533642719"
"Kalimantan Timur","Konstruksi","64","F","Input Antara Impor Antar Provinsi","16071490.434765"
"Kalimantan Timur","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","64","G","Input Antara Impor Antar Provinsi","3743773.0227958"
"Kalimantan Timur","Transportasi dan Pergudangan ","64","H","Input Antara Impor Antar Provinsi","1589567.449626"
"Kalimantan Timur","Penyediaan Akomodasi dan Makan Minum","64","I","Input Antara Impor Antar Provinsi","1589364.5066859"
"Kalimantan Timur","Informasi dan Komunikasi","64","J","Input Antara Impor Antar Provinsi","1146692.159569"
"Kalimantan Timur","Jasa Keuangan dan Asuransi","64","K","Input Antara Impor Antar Provinsi","392365.43375653"
"Kalimantan Timur","Real Estate","64","L","Input Antara Impor Antar Provinsi","95156.053980838"
"Kalimantan Timur","Jasa Perusahaan","64","MN","Input Antara Impor Antar Provinsi","881317.47420497"
"Kalimantan Timur","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","64","O","Input Antara Impor Antar Provinsi","1745677.4727025"
"Kalimantan Timur","Jasa Pendidikan","64","P","Input Antara Impor Antar Provinsi","1275263.980208"
"Kalimantan Timur","Jasa Kesehatan dan Kegiatan Sosial","64","Q","Input Antara Impor Antar Provinsi","417301.27759937"
"Kalimantan Timur","Jasa Lainnya","64","RSTU","Input Antara Impor Antar Provinsi","465142.54235499"
"Kalimantan Utara","Pertanian, Kehutanan, dan Perikanan","65","A","Input Antara Impor Antar Provinsi","861968.43944445"
"Kalimantan Utara","Pertambangan dan Penggalian ","65","B","Input Antara Impor Antar Provinsi","2156475.1282075"
"Kalimantan Utara","Industri Pengolahan","65","C","Input Antara Impor Antar Provinsi","2874134.7907357"
"Kalimantan Utara","Pengadaan Listrik dan Gas","65","D","Input Antara Impor Antar Provinsi","258439.65515687"
"Kalimantan Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","65","E","Input Antara Impor Antar Provinsi","21337.497067501"
"Kalimantan Utara","Konstruksi","65","F","Input Antara Impor Antar Provinsi","2830167.9584272"
"Kalimantan Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","65","G","Input Antara Impor Antar Provinsi","1184005.1885974"
"Kalimantan Utara","Transportasi dan Pergudangan ","65","H","Input Antara Impor Antar Provinsi","2951434.5438483"
"Kalimantan Utara","Penyediaan Akomodasi dan Makan Minum","65","I","Input Antara Impor Antar Provinsi","603480.80202873"
"Kalimantan Utara","Informasi dan Komunikasi","65","J","Input Antara Impor Antar Provinsi","511353.33647944"
"Kalimantan Utara","Jasa Keuangan dan Asuransi","65","K","Input Antara Impor Antar Provinsi","99965.210107616"
"Kalimantan Utara","Real Estate","65","L","Input Antara Impor Antar Provinsi","61354.500895786"
"Kalimantan Utara","Jasa Perusahaan","65","MN","Input Antara Impor Antar Provinsi","266338.98733615"
"Kalimantan Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","65","O","Input Antara Impor Antar Provinsi","925435.43418465"
"Kalimantan Utara","Jasa Pendidikan","65","P","Input Antara Impor Antar Provinsi","186850.46457678"
"Kalimantan Utara","Jasa Kesehatan dan Kegiatan Sosial","65","Q","Input Antara Impor Antar Provinsi","153204.49031037"
"Kalimantan Utara","Jasa Lainnya","65","RSTU","Input Antara Impor Antar Provinsi","134522.02274234"
"Sulawesi Utara","Pertanian, Kehutanan, dan Perikanan","71","A","Input Antara Impor Antar Provinsi","774808.37507884"
"Sulawesi Utara","Pertambangan dan Penggalian ","71","B","Input Antara Impor Antar Provinsi","328079.58877417"
"Sulawesi Utara","Industri Pengolahan","71","C","Input Antara Impor Antar Provinsi","4172868.4640468"
"Sulawesi Utara","Pengadaan Listrik dan Gas","71","D","Input Antara Impor Antar Provinsi","1058084.1045292"
"Sulawesi Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","71","E","Input Antara Impor Antar Provinsi","64368.428644874"
"Sulawesi Utara","Konstruksi","71","F","Input Antara Impor Antar Provinsi","2709943.9574123"
"Sulawesi Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","71","G","Input Antara Impor Antar Provinsi","1365629.7510661"
"Sulawesi Utara","Transportasi dan Pergudangan ","71","H","Input Antara Impor Antar Provinsi","5576181.888195"
"Sulawesi Utara","Penyediaan Akomodasi dan Makan Minum","71","I","Input Antara Impor Antar Provinsi","574979.26904742"
"Sulawesi Utara","Informasi dan Komunikasi","71","J","Input Antara Impor Antar Provinsi","458678.59960503"
"Sulawesi Utara","Jasa Keuangan dan Asuransi","71","K","Input Antara Impor Antar Provinsi","245363.11593525"
"Sulawesi Utara","Real Estate","71","L","Input Antara Impor Antar Provinsi","90283.846175985"
"Sulawesi Utara","Jasa Perusahaan","71","MN","Input Antara Impor Antar Provinsi","55617.559171811"
"Sulawesi Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","71","O","Input Antara Impor Antar Provinsi","887322.05859894"
"Sulawesi Utara","Jasa Pendidikan","71","P","Input Antara Impor Antar Provinsi","619010.35599353"
"Sulawesi Utara","Jasa Kesehatan dan Kegiatan Sosial","71","Q","Input Antara Impor Antar Provinsi","481536.12462339"
"Sulawesi Utara","Jasa Lainnya","71","RSTU","Input Antara Impor Antar Provinsi","570528.88703117"
"Sulawesi Tengah","Pertanian, Kehutanan, dan Perikanan","72","A","Input Antara Impor Antar Provinsi","3277761.0102433"
"Sulawesi Tengah","Pertambangan dan Penggalian ","72","B","Input Antara Impor Antar Provinsi","4055931.7621304"
"Sulawesi Tengah","Industri Pengolahan","72","C","Input Antara Impor Antar Provinsi","6890433.7160879"
"Sulawesi Tengah","Pengadaan Listrik dan Gas","72","D","Input Antara Impor Antar Provinsi","692362.44115738"
"Sulawesi Tengah","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","72","E","Input Antara Impor Antar Provinsi","86044.814838425"
"Sulawesi Tengah","Konstruksi","72","F","Input Antara Impor Antar Provinsi","6133641.2529467"
"Sulawesi Tengah","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","72","G","Input Antara Impor Antar Provinsi","3293703.0888984"
"Sulawesi Tengah","Transportasi dan Pergudangan ","72","H","Input Antara Impor Antar Provinsi","2975905.421339"
"Sulawesi Tengah","Penyediaan Akomodasi dan Makan Minum","72","I","Input Antara Impor Antar Provinsi","934542.26163144"
"Sulawesi Tengah","Informasi dan Komunikasi","72","J","Input Antara Impor Antar Provinsi","804703.98451497"
"Sulawesi Tengah","Jasa Keuangan dan Asuransi","72","K","Input Antara Impor Antar Provinsi","435501.31863668"
"Sulawesi Tengah","Real Estate","72","L","Input Antara Impor Antar Provinsi","309237.0508601"
"Sulawesi Tengah","Jasa Perusahaan","72","MN","Input Antara Impor Antar Provinsi","163432.34399751"
"Sulawesi Tengah","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","72","O","Input Antara Impor Antar Provinsi","2457957.629489"
"Sulawesi Tengah","Jasa Pendidikan","72","P","Input Antara Impor Antar Provinsi","914621.3981644"
"Sulawesi Tengah","Jasa Kesehatan dan Kegiatan Sosial","72","Q","Input Antara Impor Antar Provinsi","635384.46025605"
"Sulawesi Tengah","Jasa Lainnya","72","RSTU","Input Antara Impor Antar Provinsi","546237.81620291"
"Sulawesi Selatan","Pertanian, Kehutanan, dan Perikanan","73","A","Input Antara Impor Antar Provinsi","4336944.3917976"
"Sulawesi Selatan","Pertambangan dan Penggalian ","73","B","Input Antara Impor Antar Provinsi","1536291.3590171"
"Sulawesi Selatan","Industri Pengolahan","73","C","Input Antara Impor Antar Provinsi","20928998.356789"
"Sulawesi Selatan","Pengadaan Listrik dan Gas","73","D","Input Antara Impor Antar Provinsi","1145943.6315652"
"Sulawesi Selatan","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","73","E","Input Antara Impor Antar Provinsi","86884.969649136"
"Sulawesi Selatan","Konstruksi","73","F","Input Antara Impor Antar Provinsi","8519848.6214121"
"Sulawesi Selatan","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","73","G","Input Antara Impor Antar Provinsi","4818885.4287357"
"Sulawesi Selatan","Transportasi dan Pergudangan ","73","H","Input Antara Impor Antar Provinsi","13917110.546149"
"Sulawesi Selatan","Penyediaan Akomodasi dan Makan Minum","73","I","Input Antara Impor Antar Provinsi","970636.71213926"
"Sulawesi Selatan","Informasi dan Komunikasi","73","J","Input Antara Impor Antar Provinsi","2342444.9436"
"Sulawesi Selatan","Jasa Keuangan dan Asuransi","73","K","Input Antara Impor Antar Provinsi","1047614.5770386"
"Sulawesi Selatan","Real Estate","73","L","Input Antara Impor Antar Provinsi","761955.77787196"
"Sulawesi Selatan","Jasa Perusahaan","73","MN","Input Antara Impor Antar Provinsi","779944.89500251"
"Sulawesi Selatan","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","73","O","Input Antara Impor Antar Provinsi","2017893.2114856"
"Sulawesi Selatan","Jasa Pendidikan","73","P","Input Antara Impor Antar Provinsi","1833935.7524817"
"Sulawesi Selatan","Jasa Kesehatan dan Kegiatan Sosial","73","Q","Input Antara Impor Antar Provinsi","1154623.455266"
"Sulawesi Selatan","Jasa Lainnya","73","RSTU","Input Antara Impor Antar Provinsi","1292029.4413528"
"Sulawesi Tenggara","Pertanian, Kehutanan, dan Perikanan","74","A","Input Antara Impor Antar Provinsi","684202.23145204"
"Sulawesi Tenggara","Pertambangan dan Penggalian ","74","B","Input Antara Impor Antar Provinsi","1429022.2706689"
"Sulawesi Tenggara","Industri Pengolahan","74","C","Input Antara Impor Antar Provinsi","2743365.1604956"
"Sulawesi Tenggara","Pengadaan Listrik dan Gas","74","D","Input Antara Impor Antar Provinsi","963409.12147813"
"Sulawesi Tenggara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","74","E","Input Antara Impor Antar Provinsi","80016.75693652"
"Sulawesi Tenggara","Konstruksi","74","F","Input Antara Impor Antar Provinsi","2665051.5289685"
"Sulawesi Tenggara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","74","G","Input Antara Impor Antar Provinsi","1155121.8380802"
"Sulawesi Tenggara","Transportasi dan Pergudangan ","74","H","Input Antara Impor Antar Provinsi","2790052.00726"
"Sulawesi Tenggara","Penyediaan Akomodasi dan Makan Minum","74","I","Input Antara Impor Antar Provinsi","456364.57650696"
"Sulawesi Tenggara","Informasi dan Komunikasi","74","J","Input Antara Impor Antar Provinsi","404070.15083622"
"Sulawesi Tenggara","Jasa Keuangan dan Asuransi","74","K","Input Antara Impor Antar Provinsi","252767.10064101"
"Sulawesi Tenggara","Real Estate","74","L","Input Antara Impor Antar Provinsi","40997.2226372"
"Sulawesi Tenggara","Jasa Perusahaan","74","MN","Input Antara Impor Antar Provinsi","145537.83859515"
"Sulawesi Tenggara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","74","O","Input Antara Impor Antar Provinsi","1324116.8526243"
"Sulawesi Tenggara","Jasa Pendidikan","74","P","Input Antara Impor Antar Provinsi","533594.40105681"
"Sulawesi Tenggara","Jasa Kesehatan dan Kegiatan Sosial","74","Q","Input Antara Impor Antar Provinsi","415112.42227161"
"Sulawesi Tenggara","Jasa Lainnya","74","RSTU","Input Antara Impor Antar Provinsi","194375.61324673"
"Gorontalo","Pertanian, Kehutanan, dan Perikanan","75","A","Input Antara Impor Antar Provinsi","343225.94685024"
"Gorontalo","Pertambangan dan Penggalian ","75","B","Input Antara Impor Antar Provinsi","98907.651233303"
"Gorontalo","Industri Pengolahan","75","C","Input Antara Impor Antar Provinsi","634437.02723952"
"Gorontalo","Pengadaan Listrik dan Gas","75","D","Input Antara Impor Antar Provinsi","445849.0441632"
"Gorontalo","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","75","E","Input Antara Impor Antar Provinsi","13584.367621122"
"Gorontalo","Konstruksi","75","F","Input Antara Impor Antar Provinsi","798510.94088637"
"Gorontalo","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","75","G","Input Antara Impor Antar Provinsi","624034.88041911"
"Gorontalo","Transportasi dan Pergudangan ","75","H","Input Antara Impor Antar Provinsi","1161019.1325391"
"Gorontalo","Penyediaan Akomodasi dan Makan Minum","75","I","Input Antara Impor Antar Provinsi","257968.79757216"
"Gorontalo","Informasi dan Komunikasi","75","J","Input Antara Impor Antar Provinsi","99203.565324418"
"Gorontalo","Jasa Keuangan dan Asuransi","75","K","Input Antara Impor Antar Provinsi","93871.33852145"
"Gorontalo","Real Estate","75","L","Input Antara Impor Antar Provinsi","50423.31941099"
"Gorontalo","Jasa Perusahaan","75","MN","Input Antara Impor Antar Provinsi","109671.67184888"
"Gorontalo","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","75","O","Input Antara Impor Antar Provinsi","514981.74806089"
"Gorontalo","Jasa Pendidikan","75","P","Input Antara Impor Antar Provinsi","228858.1118596"
"Gorontalo","Jasa Kesehatan dan Kegiatan Sosial","75","Q","Input Antara Impor Antar Provinsi","229586.73472038"
"Gorontalo","Jasa Lainnya","75","RSTU","Input Antara Impor Antar Provinsi","92915.160050451"
"Sulawesi Barat","Pertanian, Kehutanan, dan Perikanan","76","A","Input Antara Impor Antar Provinsi","916948.79269892"
"Sulawesi Barat","Pertambangan dan Penggalian ","76","B","Input Antara Impor Antar Provinsi","157246.42238997"
"Sulawesi Barat","Industri Pengolahan","76","C","Input Antara Impor Antar Provinsi","1841463.9169001"
"Sulawesi Barat","Pengadaan Listrik dan Gas","76","D","Input Antara Impor Antar Provinsi","168980.35411035"
"Sulawesi Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","76","E","Input Antara Impor Antar Provinsi","101965.26835403"
"Sulawesi Barat","Konstruksi","76","F","Input Antara Impor Antar Provinsi","1569643.175973"
"Sulawesi Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","76","G","Input Antara Impor Antar Provinsi","506035.62175821"
"Sulawesi Barat","Transportasi dan Pergudangan ","76","H","Input Antara Impor Antar Provinsi","488621.28613872"
"Sulawesi Barat","Penyediaan Akomodasi dan Makan Minum","76","I","Input Antara Impor Antar Provinsi","140366.71770871"
"Sulawesi Barat","Informasi dan Komunikasi","76","J","Input Antara Impor Antar Provinsi","148799.56029411"
"Sulawesi Barat","Jasa Keuangan dan Asuransi","76","K","Input Antara Impor Antar Provinsi","76981.281115495"
"Sulawesi Barat","Real Estate","76","L","Input Antara Impor Antar Provinsi","77242.357715319"
"Sulawesi Barat","Jasa Perusahaan","76","MN","Input Antara Impor Antar Provinsi","58467.317582323"
"Sulawesi Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","76","O","Input Antara Impor Antar Provinsi","960032.82267843"
"Sulawesi Barat","Jasa Pendidikan","76","P","Input Antara Impor Antar Provinsi","248069.65900692"
"Sulawesi Barat","Jasa Kesehatan dan Kegiatan Sosial","76","Q","Input Antara Impor Antar Provinsi","170822.13825471"
"Sulawesi Barat","Jasa Lainnya","76","RSTU","Input Antara Impor Antar Provinsi","108034.35191372"
"Maluku","Pertanian, Kehutanan, dan Perikanan","81","A","Input Antara Impor Antar Provinsi","764142.76937227"
"Maluku","Pertambangan dan Penggalian ","81","B","Input Antara Impor Antar Provinsi","271099.55029548"
"Maluku","Industri Pengolahan","81","C","Input Antara Impor Antar Provinsi","869638.74755181"
"Maluku","Pengadaan Listrik dan Gas","81","D","Input Antara Impor Antar Provinsi","872099.35964224"
"Maluku","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","81","E","Input Antara Impor Antar Provinsi","17655.4667674"
"Maluku","Konstruksi","81","F","Input Antara Impor Antar Provinsi","1001667.9235631"
"Maluku","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","81","G","Input Antara Impor Antar Provinsi","1075799.338797"
"Maluku","Transportasi dan Pergudangan ","81","H","Input Antara Impor Antar Provinsi","2364350.2436402"
"Maluku","Penyediaan Akomodasi dan Makan Minum","81","I","Input Antara Impor Antar Provinsi","374595.32201768"
"Maluku","Informasi dan Komunikasi","81","J","Input Antara Impor Antar Provinsi","621393.60573953"
"Maluku","Jasa Keuangan dan Asuransi","81","K","Input Antara Impor Antar Provinsi","183850.89687763"
"Maluku","Real Estate","81","L","Input Antara Impor Antar Provinsi","94318.478543943"
"Maluku","Jasa Perusahaan","81","MN","Input Antara Impor Antar Provinsi","107278.05756122"
"Maluku","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","81","O","Input Antara Impor Antar Provinsi","2117446.8532779"
"Maluku","Jasa Pendidikan","81","P","Input Antara Impor Antar Provinsi","732963.18066328"
"Maluku","Jasa Kesehatan dan Kegiatan Sosial","81","Q","Input Antara Impor Antar Provinsi","348215.83520856"
"Maluku","Jasa Lainnya","81","RSTU","Input Antara Impor Antar Provinsi","375239.17559915"
"Maluku Utara","Pertanian, Kehutanan, dan Perikanan","82","A","Input Antara Impor Antar Provinsi","595474.69647545"
"Maluku Utara","Pertambangan dan Penggalian ","82","B","Input Antara Impor Antar Provinsi","378800.43884141"
"Maluku Utara","Industri Pengolahan","82","C","Input Antara Impor Antar Provinsi","355166.45686282"
"Maluku Utara","Pengadaan Listrik dan Gas","82","D","Input Antara Impor Antar Provinsi","200565.3500608"
"Maluku Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","82","E","Input Antara Impor Antar Provinsi","37287.543843504"
"Maluku Utara","Konstruksi","82","F","Input Antara Impor Antar Provinsi","736344.39078982"
"Maluku Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","82","G","Input Antara Impor Antar Provinsi","475016.89605088"
"Maluku Utara","Transportasi dan Pergudangan ","82","H","Input Antara Impor Antar Provinsi","1883056.5126231"
"Maluku Utara","Penyediaan Akomodasi dan Makan Minum","82","I","Input Antara Impor Antar Provinsi","94824.846966353"
"Maluku Utara","Informasi dan Komunikasi","82","J","Input Antara Impor Antar Provinsi","321061.76715177"
"Maluku Utara","Jasa Keuangan dan Asuransi","82","K","Input Antara Impor Antar Provinsi","94021.598816208"
"Maluku Utara","Real Estate","82","L","Input Antara Impor Antar Provinsi","31397.306895773"
"Maluku Utara","Jasa Perusahaan","82","MN","Input Antara Impor Antar Provinsi","66853.705947239"
"Maluku Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","82","O","Input Antara Impor Antar Provinsi","1087334.8946028"
"Maluku Utara","Jasa Pendidikan","82","P","Input Antara Impor Antar Provinsi","396900.33483989"
"Maluku Utara","Jasa Kesehatan dan Kegiatan Sosial","82","Q","Input Antara Impor Antar Provinsi","255294.41727962"
"Maluku Utara","Jasa Lainnya","82","RSTU","Input Antara Impor Antar Provinsi","132240.53454343"
"Papua Barat","Pertanian, Kehutanan, dan Perikanan","91","A","Input Antara Impor Antar Provinsi","479093.40541226"
"Papua Barat","Pertambangan dan Penggalian ","91","B","Input Antara Impor Antar Provinsi","1911160.227639"
"Papua Barat","Industri Pengolahan","91","C","Input Antara Impor Antar Provinsi","1806414.5188885"
"Papua Barat","Pengadaan Listrik dan Gas","91","D","Input Antara Impor Antar Provinsi","243963.03561618"
"Papua Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","91","E","Input Antara Impor Antar Provinsi","19159.121647059"
"Papua Barat","Konstruksi","91","F","Input Antara Impor Antar Provinsi","2012235.0266793"
"Papua Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","91","G","Input Antara Impor Antar Provinsi","779458.54526056"
"Papua Barat","Transportasi dan Pergudangan ","91","H","Input Antara Impor Antar Provinsi","1706421.1150263"
"Papua Barat","Penyediaan Akomodasi dan Makan Minum","91","I","Input Antara Impor Antar Provinsi","326614.57063359"
"Papua Barat","Informasi dan Komunikasi","91","J","Input Antara Impor Antar Provinsi","309366.49382159"
"Papua Barat","Jasa Keuangan dan Asuransi","91","K","Input Antara Impor Antar Provinsi","130668.01059674"
"Papua Barat","Real Estate","91","L","Input Antara Impor Antar Provinsi","291037.83913147"
"Papua Barat","Jasa Perusahaan","91","MN","Input Antara Impor Antar Provinsi","280557.15688773"
"Papua Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","91","O","Input Antara Impor Antar Provinsi","3075724.9727134"
"Papua Barat","Jasa Pendidikan","91","P","Input Antara Impor Antar Provinsi","582241.49338943"
"Papua Barat","Jasa Kesehatan dan Kegiatan Sosial","91","Q","Input Antara Impor Antar Provinsi","417276.25296464"
"Papua Barat","Jasa Lainnya","91","RSTU","Input Antara Impor Antar Provinsi","157511.75389916"
"Papua","Pertanian, Kehutanan, dan Perikanan","94","A","Input Antara Impor Antar Provinsi","1001917.4832127"
"Papua","Pertambangan dan Penggalian ","94","B","Input Antara Impor Antar Provinsi","1744437.7789218"
"Papua","Industri Pengolahan","94","C","Input Antara Impor Antar Provinsi","1604521.4677767"
"Papua","Pengadaan Listrik dan Gas","94","D","Input Antara Impor Antar Provinsi","683591.23897244"
"Papua","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","94","E","Input Antara Impor Antar Provinsi","14961.323965124"
"Papua","Konstruksi","94","F","Input Antara Impor Antar Provinsi","5703406.1050495"
"Papua","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","94","G","Input Antara Impor Antar Provinsi","1147247.0793142"
"Papua","Transportasi dan Pergudangan ","94","H","Input Antara Impor Antar Provinsi","5770443.6555386"
"Papua","Penyediaan Akomodasi dan Makan Minum","94","I","Input Antara Impor Antar Provinsi","373473.2989552"
"Papua","Informasi dan Komunikasi","94","J","Input Antara Impor Antar Provinsi","772928.38917736"
"Papua","Jasa Keuangan dan Asuransi","94","K","Input Antara Impor Antar Provinsi","264010.2422872"
"Papua","Real Estate","94","L","Input Antara Impor Antar Provinsi","248871.31342657"
"Papua","Jasa Perusahaan","94","MN","Input Antara Impor Antar Provinsi","352469.57866668"
"Papua","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","94","O","Input Antara Impor Antar Provinsi","6340537.661226"
"Papua","Jasa Pendidikan","94","P","Input Antara Impor Antar Provinsi","1281725.9312185"
"Papua","Jasa Kesehatan dan Kegiatan Sosial","94","Q","Input Antara Impor Antar Provinsi","1257713.0819014"
"Papua","Jasa Lainnya","94","RSTU","Input Antara Impor Antar Provinsi","895117.46298348"
"Aceh","Pertanian, Kehutanan, dan Perikanan","11","A","Total Input Antara","10702567.217706"
"Aceh","Pertambangan dan Penggalian ","11","B","Total Input Antara","3177750.7560566"
"Aceh","Industri Pengolahan","11","C","Total Input Antara","15718750.862355"
"Aceh","Pengadaan Listrik dan Gas","11","D","Total Input Antara","6835916.158438"
"Aceh","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","11","E","Total Input Antara","214423.14107034"
"Aceh","Konstruksi","11","F","Total Input Antara","17108977.072315"
"Aceh","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","11","G","Total Input Antara","8676239.1978991"
"Aceh","Transportasi dan Pergudangan ","11","H","Total Input Antara","6282333.307415"
"Aceh","Penyediaan Akomodasi dan Makan Minum","11","I","Total Input Antara","4426314.5851171"
"Aceh","Informasi dan Komunikasi","11","J","Total Input Antara","1756937.8321102"
"Aceh","Jasa Keuangan dan Asuransi","11","K","Total Input Antara","956338.03920927"
"Aceh","Real Estate","11","L","Total Input Antara","3257572.4960083"
"Aceh","Jasa Perusahaan","11","MN","Total Input Antara","1258392.4251444"
"Aceh","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","11","O","Total Input Antara","9777516.2397107"
"Aceh","Jasa Pendidikan","11","P","Total Input Antara","3716496.5175824"
"Aceh","Jasa Kesehatan dan Kegiatan Sosial","11","Q","Total Input Antara","2639072.8696145"
"Aceh","Jasa Lainnya","11","RSTU","Total Input Antara","1419214.8499998"
"Sumatera Utara","Pertanian, Kehutanan, dan Perikanan","12","A","Total Input Antara","33940935.229771"
"Sumatera Utara","Pertambangan dan Penggalian ","12","B","Total Input Antara","7951836.2741415"
"Sumatera Utara","Industri Pengolahan","12","C","Total Input Antara","270448366.36747"
"Sumatera Utara","Pengadaan Listrik dan Gas","12","D","Total Input Antara","26970948.003359"
"Sumatera Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","12","E","Total Input Antara","554020.37806873"
"Sumatera Utara","Konstruksi","12","F","Total Input Antara","88291079.91263"
"Sumatera Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","12","G","Total Input Antara","40645209.196753"
"Sumatera Utara","Transportasi dan Pergudangan ","12","H","Total Input Antara","44465717.01076"
"Sumatera Utara","Penyediaan Akomodasi dan Makan Minum","12","I","Total Input Antara","19598020.127045"
"Sumatera Utara","Informasi dan Komunikasi","12","J","Total Input Antara","7577277.5766515"
"Sumatera Utara","Jasa Keuangan dan Asuransi","12","K","Total Input Antara","5188307.9673375"
"Sumatera Utara","Real Estate","12","L","Total Input Antara","6367009.2122589"
"Sumatera Utara","Jasa Perusahaan","12","MN","Total Input Antara","6306843.6875067"
